Color,Num Reviews (Critics),Duration,Main actor facebook likes,Gross,Num voted users,Total cast facebook likes,Num Reviews (Users),Language,Country, Content rating,Budget,Title year,Imdb score,Aspect ratio,Movie facebook likes
1,285,143,11000,34300771,243799,11248,908,17,11,12,25000000,2006,7.5,1.85,0
1,69,104,585,40118420,26066,1165,216,17,6,9,30000000,2002,5.6,1.85,0
1,44,139,14000,31600000,34427,16125,126,17,6,12,28000000,1995,6.9,2.35,0
1,91,155,18000,25078937,31751,19689,216,17,6,12,30000000,1997,6.6,1.85,0
1,122,99,18000,33000377,27378,23344,365,17,6,12,28000000,2000,4.9,2.35,0
1,98,115,970,39177215,30667,3770,234,17,6,9,38000000,2002,5.6,2.35,0
1,166,129,919,37567440,113068,2024,337,17,6,12,20000000,1982,6.9,2.35,0
1,219,123,10000,34531832,44788,13371,138,17,63,9,35000000,2015,7.1,2.35,23000
1,69,94,2000,36985501,11212,3917,94,17,6,14,26000000,2002,5.2,1.85,874
1,248,108,13000,33313582,52888,16031,175,17,6,12,21000000,2009,6.5,1.85,0
1,110,116,2000,30199105,25346,3753,167,17,6,12,40000000,2000,5.7,2.35,470
1,157,123,18000,33508922,95860,23920,660,17,6,9,40000000,2000,7.2,1.85,16000
1,153,88,31000,32014289,50337,34319,177,17,6,9,20000000,2013,3.5,1.85,13000
1,153,88,31000,32014289,50337,34319,177,17,6,9,20000000,2013,3.5,1.85,13000
1,248,108,13000,33313582,52888,16031,175,17,6,12,21000000,2009,6.5,1.85,0
1,44,139,14000,31600000,34427,16125,126,17,6,12,28000000,1995,6.9,2.35,0
1,148,114,49000,31655091,87331,50927,364,17,6,14,30000000,2007,7.5,2.35,18000
1,329,138,21000,292000866,355137,33433,1108,17,63,9,150000000,2007,7.5,2.35,0
1,258,159,11000,317557891,444683,13191,1571,17,63,14,125000000,2001,7.5,2.35,16000
1,389,137,34000,281666058,166137,81385,383,17,6,9,160000000,2015,6.6,2.35,38000
1,323,104,10000,256386216,530870,13076,1413,17,6,9,150000000,2007,7.2,2.35,11000
1,476,109,13000,93050117,338087,17689,814,17,6,12,115000000,2013,6.6,2.35,61000
1,102,107,2000,100685880,100821,4046,554,17,6,9,120000000,2003,4.8,2.35,0
1,191,90,622,124870275,152601,1227,156,17,6,14,100000000,2009,7,2.35,0
1,436,135,10000,113165635,229823,12175,504,17,6,9,125000000,2012,6.7,2.35,31000
1,200,152,2000,108638745,292022,4270,1103,17,6,12,92000000,2001,7.7,2.35,10000
1,252,145,10000,132014112,399651,12546,1331,17,6,9,102000000,2002,7.7,2.35,0
1,198,125,11000,125531634,284852,19359,627,17,6,9,110000000,2004,6.4,2.35,0
1,141,78,558,89296573,128285,2039,297,17,6,4,100000000,2000,7.3,1.66,0
1,217,118,8000,88761720,141179,14024,419,17,63,14,95000000,2010,5.9,2.35,9000
1,80,91,2000,100117603,102933,4842,230,17,6,4,100000000,1996,6.9,1.78,0
1,703,173,26000,623279547,995415,87697,1722,17,6,9,220000000,2012,8.1,1.85,123000
1,160,99,23000,70327868,58416,26527,301,17,33,12,46000000,2000,5.9,2.35,0
1,231,98,931,89706988,126746,2287,600,17,6,9,55000000,2005,6.2,2.35,0
1,213,140,11000,80574010,63493,20440,302,17,6,9,60000000,2010,5.7,1.85,26000
1,142,102,8000,93607673,47573,9176,343,17,6,9,48000000,2001,5.7,2.35,881
1,160,103,1000,70117571,56741,6207,515,17,6,14,58000000,1998,6.4,2.35,1000
1,166,98,12000,67128202,43328,14007,110,17,6,14,65000000,2009,5.7,2.35,0
1,64,127,18000,67823573,91176,30383,130,17,6,12,50000000,1995,6.6,1.85,0
2,310,100,309,75280058,143121,647,279,17,6,14,60000000,2009,7.7,1.85,10000
1,142,121,940,83892374,85720,4230,297,17,6,9,66000000,1998,7,2.35,0
1,111,118,1000,87666629,283480,3986,263,17,6,14,40000000,1990,7.4,1.37,0
1,355,116,833,83552429,154955,4001,800,17,6,9,70000000,2011,5.8,2.35,25000
1,252,123,11000,94125426,79264,13321,277,17,6,9,40000000,2009,7,1.85,13000
1,233,112,17000,95308367,206104,18141,850,17,6,12,48000000,2002,6.8,2.35,0
1,310,118,33000,84244877,375456,57426,292,17,6,9,50000000,2011,7.4,2.39,44000
1,55,109,426,81022333,34471,1761,147,17,6,9,50000000,1995,5,1.85,0
1,213,102,25000,71423726,123558,26998,609,17,6,14,45000000,1999,7.3,2.35,19000
1,114,105,5000,93815117,68417,7184,242,17,6,9,55000000,2002,5.1,2.35,0
1,152,113,1000,69304264,73068,4660,419,17,6,12,48000000,1999,6.8,2.35,0
1,171,156,14000,75530832,97047,20761,452,17,6,12,55000000,1999,6.8,2.35,0
1,178,116,11000,77086030,65297,14931,602,17,11,9,62000000,2000,6.6,2.35,0
1,152,113,1000,69304264,73068,4660,419,17,6,12,48000000,1999,6.8,2.35,0
1,60,107,10000,82670733,60476,14006,97,17,6,9,60000000,1990,5.9,2.35,0
1,40,93,789,68208190,60572,2986,144,17,6,9,65000000,1999,6.3,1.85,0
2,310,100,309,75280058,143121,647,279,17,6,14,60000000,2009,7.7,1.85,10000
1,230,129,18000,88504640,273108,19148,646,17,6,12,45000000,2006,7.6,2.35,0
1,81,94,16000,6241697,16059,31005,210,17,11,9,13000000,1999,6.1,1.85,0
1,111,112,2000,26345,16445,4810,99,17,63,12,3000000,2012,6.1,2.35,0
1,251,89,447,3645438,55040,923,539,20,11,20,2200000,2003,6.8,2.35,0
1,160,101,71,1984378,27346,226,206,17,6,20,2000000,2006,6.5,1.78,0
2,88,90,126,110536,4117,284,118,17,6,14,40000,2001,7,1.85,0
1,60,102,17000,317040,6723,30978,36,17,6,9,15500000,2008,6.8,2.35,1000
1,81,109,436,8134217,15412,1141,90,17,6,12,12000000,2008,7,2.35,0
1,663,93,2000,12784397,70336,2658,269,17,6,9,1800000,2012,7.3,1.85,31000
1,195,104,638,4231500,30479,822,162,9,62,14,1000000,2013,7.8,2.35,16000
1,8,91,353,2712293,475,380,11,17,6,12,450000,1991,5.9,1.85,123
1,35,97,834,4131640,5463,4091,20,17,6,9,7500000,2008,3.1,1.85,140
1,30,100,10000,3275585,10735,13160,88,17,63,12,11500000,1993,6.6,1.85,561
1,59,88,302,2073984,4743,663,135,17,11,12,800000,2002,7.2,1.85,219
2,71,78,262,10018,3228,509,31,17,6,13,1000000,2006,6.1,1.85,244
1,12,92,18000,12836,1686,20135,28,17,6,12,4000000,1997,5.8,1.85,161
1,101,109,503,9000000,7584,731,137,17,6,16,900000,1970,6.2,2.35,0
1,116,101,420,864959,20275,1215,151,17,63,14,4000000,2005,6.9,1.85,0
1,39,99,3000,5871603,3116,6485,39,17,6,12,13000000,1999,6,1.85,251
1,163,112,10000,2445646,32382,12897,99,17,6,12,5000000,2014,7,2.35,13000
1,81,116,624,1980338,12366,1209,151,17,6,12,5000000,1998,7,1.85,507
1,149,105,27000,2338695,134070,29277,263,17,63,12,4000000,2004,7.4,2.35,0
1,13,109,54,5199,720,185,23,17,6,12,200000,2004,6.6,2.35,30
1,231,99,11000,9203192,45396,11328,136,17,6,9,5000000,2011,6.8,1.85,15000
1,88,99,711,11883495,52805,1462,278,17,63,12,9000000,1998,6.8,1.85,0
1,110,97,378,7022940,14018,1173,190,17,6,12,1000000,2001,6.7,1.85,682
1,75,90,953,5844929,6000,2510,109,17,6,9,3000000,2002,7,1.85,595
1,115,88,938,1243961,13421,3770,34,17,6,12,850000,2012,6,2.35,0
1,50,84,925,2892582,22697,3559,202,17,6,12,4000000,1996,7.6,1.85,0
1,67,89,117,313436,12244,155,95,15,19,12,15500000,2001,7.6,1.85,0
1,121,93,497,2426851,16224,776,76,17,6,12,4000000,2007,6.5,2.55,830
1,349,115,74,610968,170155,216,249,10,43,12,3800000,2012,8.3,2.35,60000
1,242,89,963,4443403,70194,1754,158,20,11,9,7300000,2007,8,1.85,14000
1,37,97,10000,326308,6632,13718,69,17,6,12,5000000,1996,6.1,2.35,225
1,21,98,876,1953732,4996,1351,62,17,6,12,15000000,1986,5.3,2.35,843
1,217,105,12000,66637,29608,14462,92,17,6,12,6500000,2009,7.2,2.35,0
1,111,89,402,3193102,24412,1335,240,17,6,12,9000000,1999,7.1,1.85,944
1,34,104,8000,12793213,18286,10430,73,17,6,12,6000000,1988,6.2,1.85,0
1,63,88,487,143000,4122,1495,48,17,6,12,5000000,2009,4.1,2.35,0
1,38,108,1000,594904,2582,1805,89,17,6,9,1200000,2012,6,1.85,0
1,35,96,4000,4394936,11439,5668,190,17,33,9,6000000,1999,5.3,2.35,901
1,16,100,245,982214,1976,295,51,17,6,12,1000000,1998,7.2,1.85,603
1,65,95,702,2955039,3624,2007,27,17,6,9,9000000,2007,6.2,2.35,313
1,18,117,861,379643,1573,2161,29,17,6,9,2200000,2007,5.9,1.85,285
1,110,97,378,7022940,14018,1173,190,17,6,12,1000000,2001,6.7,1.85,682
1,43,99,419,302204,6705,975,53,17,63,14,3000000,1997,6.6,2.35,167
1,114,96,730,1325073,18762,1208,91,17,6,12,4000000,2005,6.6,2.35,708
1,163,104,769,4046737,67949,2251,390,17,6,12,4000000,2002,7.1,1.85,15000
1,111,88,435,13367101,19715,1140,166,17,6,12,6500000,2006,5.9,2.35,515
1,447,127,678,225377,70382,1557,190,20,11,9,8900000,2012,7.9,1.85,33000
1,254,102,40000,1821983,31089,43810,261,17,6,12,3000000,2014,5.4,2.35,20000
1,54,111,980,985341,3479,3166,87,17,6,12,500000,1999,7.3,1.85,180
1,193,88,3000,59379,12796,4729,52,17,6,13,200000,2013,6.8,2.35,0
1,94,130,24,9473382,26832,29,247,20,1,12,10000000,1998,7.7,1.85,0
1,20,93,906,5561,4995,4725,34,17,6,9,10000000,2007,3.9,1.85,160
1,120,112,990,4306697,26720,2820,196,17,1,12,5000000,1997,7.7,2.35,920
1,43,145,639,5669081,3665,1807,57,19,59,12,10818775,2012,6.6,2.35,0
1,79,107,603,578527,20008,988,112,17,6,12,10000000,2008,5.7,1.78,883
1,211,80,50,5792822,168398,65,492,17,6,12,2700000,2004,8,1.85,13000
1,113,98,969,389804,11816,2530,35,17,6,13,65000,2010,6.3,2.35,0
1,74,108,710,49526,16299,2119,129,17,6,12,6800000,2005,7,2.35,1000
1,17,99,97,3273588,4195,382,50,17,6,9,6000000,1993,6.7,1.85,0
1,18,117,861,379643,1573,2161,29,17,6,9,2200000,2007,5.9,1.85,285
1,61,113,402,9054736,5744,787,57,17,6,12,2700000,1997,7.1,1.66,381
1,177,96,19000,10515579,66840,20132,248,17,63,9,4000000,2006,6.7,1.85,0
1,81,121,149,112935,8161,251,94,17,63,12,9000000,2002,7.6,1.85,484
1,71,98,88,2938208,7143,173,52,17,6,9,225000,1990,7.5,1.66,865
1,58,95,1000,6739141,23383,4755,68,17,23,12,8000000,1992,5.9,1.85,1000
1,78,95,963,37606,31836,2658,90,17,1,12,3500000,2009,6.8,2.35,0
1,152,135,398,128486,26156,569,74,2,66,12,10000000,2008,7.3,2.35,0
1,182,83,2000,4244155,56005,3374,112,17,6,12,10000000,2011,6.5,1.85,0
1,198,120,23000,5484375,84641,24270,205,17,6,9,10000000,2006,7.3,1.85,0
1,64,113,331,146402,9913,387,38,19,38,12,4000000,2002,7.7,1.85,0
1,60,91,1000,5480318,9427,2691,79,17,6,12,5000000,1998,6.6,1.85,462
1,415,97,18000,5009677,260607,19404,485,17,63,12,5000000,2009,7.9,2.35,47000
1,32,99,8000,127144,5159,9608,27,17,6,9,8000000,2005,5.5,2.35,143
1,70,93,1000,3500000,10082,2319,100,17,6,12,2700000,1986,5.9,1.85,0
1,9,96,474,703,480,920,21,17,6,12,1500000,2001,5.4,1.85,47
1,18,90,919,13493,531,2288,19,17,6,12,600000,1998,6.6,1.85,51
1,71,91,400,4186931,6041,1330,85,17,6,12,250000,2001,6.9,1.85,169
1,43,86,893,226792,3080,3049,44,17,63,12,10000000,2001,6.2,1.85,117
1,283,133,15000,727883,580999,17040,2110,17,6,12,4500000,2001,8.1,2.35,33000
1,53,215,262,13300000,12631,778,63,17,6,12,600000,1970,8.1,2.2,0
1,88,99,711,11883495,52805,1462,278,17,63,12,9000000,1998,6.8,1.85,0
1,405,109,140,8114507,95362,328,270,17,6,12,3000000,2013,7.9,1.85,62000
1,29,87,552,1332,2038,2251,20,17,6,13,500000,2012,4.6,2.35,898
1,114,164,883,8373585,39680,1934,308,17,6,12,7000000,1988,7.6,1.85,0
1,75,90,953,5844929,6000,2510,109,17,6,9,3000000,2002,7,1.85,595
1,46,137,591,10161099,23441,1341,108,17,63,9,9000000,1989,7.7,1.85,0
1,133,103,7000,532988,5863,9660,25,17,6,9,7000000,2015,6.5,1.85,0
1,192,178,918,5501940,248354,2334,564,5,33,12,13500000,2004,8.3,1.85,14000
1,93,108,14000,3049135,50197,14574,265,17,53,12,5000000,1994,7.4,2.35,0
1,34,103,736,75078,1398,1403,26,17,6,12,14000000,2000,6.3,1.85,132
1,84,53,141,274661,10564,313,40,17,6,12,1000000,2007,7.7,1.85,0
1,91,78,376,2882062,5178,1144,101,17,6,9,150000,2000,6.3,1.85,132
1,47,99,798,104257,19194,1430,160,17,63,12,2200000,1999,7.1,1.85,0
1,71,91,400,4186931,6041,1330,85,17,6,12,250000,2001,6.9,1.85,169
1,9,100,250,902835,1489,454,40,17,6,20,250000,2001,6.7,1.85,133
1,52,144,786,2483955,8369,1674,165,17,6,12,9600000,2005,6.7,1.85,957
1,20,97,599,39852,1238,1030,25,17,6,12,3000000,1999,6.7,1.85,117
1,123,111,845,548934,16863,1554,57,17,39,9,12000000,2009,6.8,1.85,0
1,17,83,16000,126247,24958,17469,103,17,6,14,6200000,1994,3.3,1.85,321
1,279,90,1000,258113,42678,1528,135,17,6,12,1066167,2013,7.1,2.35,0
1,216,102,24000,11434867,59637,51355,130,17,6,9,6000000,2012,7.1,1.85,21000
1,10,89,628,444044,744,4249,19,17,6,12,1900000,2015,7.2,1.85,1000
1,49,87,3000,3071947,18711,9555,183,17,6,12,3500000,1999,5.4,1.85,0
1,125,81,49000,7825820,13086,50831,156,17,6,12,4000000,2006,5.9,1.85,576
1,103,103,13000,236266,15104,13000,290,17,6,12,3500000,2002,6.2,2.35,0
1,67,101,1000,6851636,13010,2697,182,17,6,12,6000000,1999,5.9,1.85,0
1,29,82,93,9628751,5164,315,65,17,6,14,5000000,2000,5.9,1.85,207
1,214,135,1000,7563397,533200,1211,749,34,55,12,3300000,2002,8.7,1.85,28000
1,149,106,17000,3588432,29341,18947,93,17,6,12,6000000,2014,6.7,2.35,0
1,92,106,835,410241,32357,2110,199,17,6,12,2000000,2002,6.8,1.85,3000
1,60,103,548,1420578,4894,2389,122,17,6,9,1900000,2003,6.4,2.35,298
1,38,100,706,860002,6454,1579,43,17,6,14,12000000,2005,7.3,1.85,0
1,75,118,172,399879,5772,378,115,17,23,12,15000000,2006,6.4,2.35,302
1,74,108,710,49526,16299,2119,129,17,6,12,6800000,2005,7,2.35,1000
1,35,97,834,4131640,5463,4091,20,17,6,9,7500000,2008,3.1,1.85,140
1,75,90,953,5844929,6000,2510,109,17,6,9,3000000,2002,7,1.85,595
1,59,150,859,6157157,21416,3942,198,17,6,9,5000000,1989,7,1.85,0
1,33,74,886,6491350,1231,5139,26,17,6,14,10000000,2004,5.8,1.85,49
1,31,106,2000,399793,2877,4343,70,17,6,12,4000000,1999,5.4,1.78,111
1,48,99,812,1227324,6921,3337,48,17,6,12,12500000,1996,6.6,1.85,344
1,108,101,8000,2506446,8662,11327,172,17,6,12,2000000,2002,4.7,1.85,134
1,132,122,433,6754898,20000,1291,188,17,6,12,12000000,2006,6.2,2.35,0
1,217,105,12000,66637,29608,14462,92,17,6,12,6500000,2009,7.2,2.35,0
1,101,109,503,9000000,7584,731,137,17,6,16,900000,1970,6.2,2.35,0
1,29,93,58,155984,586,62,9,17,6,20,160000,2009,7.4,1.85,0
1,149,91,130,4946250,9540,198,80,17,6,9,1000000,2013,7.4,1.78,14000
1,101,109,503,9000000,7584,731,137,17,6,16,900000,1970,6.2,2.35,0
1,49,101,14000,1631839,5936,17665,91,17,6,12,10000000,2000,5.7,1.85,242
1,16,80,2000,2833383,910,2459,11,17,6,12,427000,2012,5.7,2.35,0
1,50,98,11000,101228,7228,20009,53,17,6,12,3500000,2005,6.4,1.85,414
1,31,106,2000,399793,2877,4343,70,17,6,12,4000000,1999,5.4,1.78,111
1,106,110,1000,2365931,36657,4762,318,17,6,12,1500000,1998,7.5,1.85,0
1,377,112,33000,9701559,141425,35941,283,17,6,12,3500000,2010,7.4,1.66,25000
1,337,95,422,5997134,36381,1899,126,17,6,12,1000000,2012,7.2,1.85,11000
1,64,84,159,3100650,7277,417,181,17,6,9,14000000,2001,3.9,1.85,231
1,110,97,378,7022940,14018,1173,190,17,6,12,1000000,2001,6.7,1.85,682
1,78,104,1000,1779284,12047,1292,122,17,6,12,12000000,2002,7.1,1.85,677
1,31,91,53,287761,2482,86,16,17,53,14,1000000,2013,7.6,1.85,0
1,129,103,374,3093491,8307,1283,37,17,6,12,5000000,2014,6.6,1.85,5000
1,36,125,60,223878,3548,132,21,48,4,12,5000000,2003,6.5,2.35,282
1,2,127,16000,1000000,524,17250,8,17,24,14,14000000,1978,6.5,2.35,76
1,128,111,963,3076425,23660,3543,162,20,11,12,8000000,2002,7.1,1.85,0
1,4,92,93,425899,1123,168,31,17,6,14,400000,2010,5.1,1.78,638
1,36,98,138,10246600,6375,388,36,17,6,12,25000,1995,6.6,1.85,265
1,271,86,934,4007792,101287,2714,260,17,6,12,750000,2012,7,2.35,31000
1,49,84,1000,10017041,8265,4815,20,17,6,12,3000000,2009,5.9,1.85,545
1,163,112,10000,2445646,32382,12897,99,17,6,12,5000000,2014,7,2.35,13000
1,74,82,1000,13350177,7904,4856,113,17,6,9,5000000,2008,3.8,1.85,562
1,47,90,426,75727,5699,862,40,19,6,9,2500000,2008,5.9,1.85,0
1,118,75,61,686383,22811,75,71,17,11,13,6500000,2009,7.7,1.85,11000
1,415,97,18000,5009677,260607,19404,485,17,63,12,5000000,2009,7.9,2.35,47000
1,158,99,1000,2344847,18561,2158,119,17,6,12,7000000,2008,6.8,2.35,0
1,469,125,12000,172051787,264183,25550,665,17,6,14,170000000,2010,6.8,2.35,30000
1,258,150,22000,141614023,149922,22697,438,17,6,14,225000000,2008,6.6,2.35,0
1,469,125,12000,172051787,264186,25549,665,17,6,14,170000000,2010,6.8,2.35,30000
1,100,133,10000,172825435,383784,12285,331,17,6,12,25000000,1988,8,1.85,12000
1,221,115,10000,183436380,97697,13159,185,17,6,9,29000000,2015,6.5,1.85,40000
1,349,167,559,161029270,119928,2702,331,17,6,12,28000000,2015,7.9,2.35,76000
1,493,110,13000,171031347,240962,25964,724,17,6,9,38000000,2010,7.7,2.35,36000
1,119,130,11000,183875760,213668,13357,270,17,6,9,44000000,1993,7.8,1.85,0
1,157,226,503,198655278,215340,1862,706,17,6,4,3977000,1939,8.2,1.37,16000
1,371,131,722,169076745,218711,3229,485,17,6,12,32500000,2011,6.8,2.35,27000
1,166,74,15000,191796233,623757,19046,391,17,6,4,30000000,1995,8.3,1.85,0
1,238,88,17000,80170146,243053,21863,488,17,6,9,85000000,2008,6.1,2.35,0
1,151,104,12000,47592825,82731,16930,255,17,6,9,85000000,2003,6.7,2.35,0
1,140,136,24000,67286731,67856,36925,345,17,6,9,100000000,2004,6.7,2.35,0
1,84,104,3000,47474112,58227,5062,181,17,6,9,90000000,1997,5.4,1.85,2000
1,245,101,12000,72660029,115687,16235,269,17,6,9,100000000,2014,6,2.35,21000
1,526,113,40000,79711678,199039,80849,479,17,6,9,100000000,2012,6.2,1.85,82000
1,156,91,14000,74158157,60370,27405,264,17,6,14,79000000,2011,3.4,1.85,0
1,106,83,13000,73215310,44143,14261,216,17,6,4,80000000,2002,7,2.35,4000
1,192,129,660,54700065,221521,2031,1049,17,6,12,105000000,1997,7.2,1.85,0
1,235,125,12000,66257002,350698,16138,816,17,6,9,70000000,2003,8,1.37,26000
1,82,89,2000,50802661,58300,3372,139,17,6,14,95000000,2000,6.9,1.85,0
1,93,132,49000,58220776,87785,55254,362,17,6,14,100000000,1999,6.8,1.85,0
2,202,110,1000,66462600,141533,4714,786,17,6,9,78000000,2003,5.8,2.35,0
1,262,125,15000,62647540,143525,15850,657,17,33,12,70000000,2005,7.1,2.35,0
1,492,117,10000,58607007,182910,14160,630,17,6,9,100000000,2014,6.2,2.35,60000
1,107,83,4000,84303558,65270,6081,100,17,6,14,85000000,2006,6.2,1.85,863
1,129,86,713,40041683,34620,3421,107,17,6,12,2500000,2013,5.1,1.85,0
1,149,91,1000,41867960,65512,3023,478,17,6,12,20000000,2001,5.5,1.33,0
1,264,101,10000,51527787,45603,14159,268,17,6,12,15000000,2009,5.5,1.85,0
1,61,197,924,46300000,29323,4109,344,17,6,10,9400000,1963,7.6,2.76,0
1,190,96,723,63270259,111087,3492,319,17,6,12,10000000,2007,5.9,1.85,0
1,323,109,939,47536959,86956,3276,275,17,6,12,10000000,2009,7.3,1.85,12000
1,129,97,15000,48237389,63969,18789,126,17,6,9,25000000,2008,5.5,2.35,0
1,106,120,29000,46338728,167750,33791,506,17,6,9,14500000,1996,6.8,2.35,10000
1,63,109,3000,61693523,6276,7833,55,17,6,14,13000000,2016,6.8,1.85,16000
1,311,87,463,40990055,41509,1958,300,17,11,9,1800000,2010,5.6,1.85,0
1,52,87,818,37566230,3407,2164,48,17,6,14,17000000,2003,5.1,1.85,309
1,98,103,969,57469179,63855,2987,248,17,6,12,11500000,1989,6.6,1.85,0
1,61,111,1000,42652003,18915,2851,87,17,6,14,20000000,2015,6.8,2.35,33000
1,18,108,699,54215416,21409,936,63,17,6,9,6500000,1987,6.8,1.85,0
1,63,81,13000,63071133,42892,17035,154,17,6,9,12000000,1996,6.8,1.85,0
1,311,87,463,40990055,41509,1958,300,17,11,9,1800000,2010,5.6,1.85,0
1,192,146,22000,46836394,728685,24783,989,17,6,12,25000000,1990,8.7,1.85,25000
1,97,95,500,56127162,57479,2020,205,17,6,9,18000000,2003,5.4,1.85,0
1,112,123,456,46800000,76477,1326,275,17,63,14,14000000,1977,7.1,2.35,0
1,280,94,326,56437947,85333,486,421,17,63,9,9800000,2006,7.3,1.85,0
1,49,98,742,44455658,36253,2457,92,17,6,12,25000000,1997,6.7,1.85,0
1,97,95,500,56127162,57479,2020,205,17,6,9,18000000,2003,5.4,1.85,0
1,287,103,2000,55153403,299127,5161,1509,17,6,12,1200000,2004,7.7,1.85,0
1,543,96,394,54239856,125016,673,789,17,6,12,17000000,2013,6.5,2.35,70000
1,81,90,18000,40485039,85362,20795,181,17,6,14,10000000,1989,6.9,2.35,0
1,408,117,14000,51533608,203111,16606,755,17,6,12,25000000,2011,6.8,2.35,32000
1,120,120,244,43800000,74249,1105,276,17,63,5,7200000,1971,6.7,2.35,0
1,77,122,276,39025000,73193,903,190,17,63,12,11000000,1995,7.6,1.85,0
1,354,98,1000,37707719,76094,2376,233,17,63,9,12000000,2013,7.6,1.85,37000
1,112,91,803,38916903,15664,1921,149,17,6,14,13000000,2014,5.8,1.85,0
1,197,107,1000,45506619,225102,3066,862,17,63,9,26000000,2000,7.8,2.35,16000
1,58,84,1000,52543632,12676,2297,84,17,6,9,13200000,2014,5.6,2.35,0
1,462,95,11000,54322273,139749,11946,509,17,63,9,17000000,2012,6.4,2.35,29000
1,131,120,22000,44886089,69576,40117,207,17,6,12,10000000,1997,6.9,1.85,2000
1,53,115,1000,38168022,4687,1964,83,17,6,12,3000000,2000,6.6,1.85,290
1,113,129,427,44469602,23480,952,83,17,6,14,17000000,2015,7.4,2.35,21000
1,287,103,2000,55153403,299127,5161,1509,17,6,12,1200000,2004,7.7,1.85,0
1,94,95,506,58156435,37479,1266,152,17,6,9,19000000,2004,5.9,2.35,0
1,543,96,394,54239856,125016,673,789,17,6,12,17000000,2013,6.5,2.35,70000
1,62,124,2000,54800000,35130,5122,283,17,6,12,6000000,1980,7.8,1.85,0
1,238,112,12000,42919096,64748,15800,122,17,6,9,15000000,2013,6.5,2.35,12000
1,110,106,2000,43853424,35514,5024,114,17,6,14,18000000,2011,7.1,2.35,15000
1,111,93,1000,37188667,34219,1531,578,17,6,9,12000000,2002,3.3,1.85,0
1,285,161,273,56715371,427357,727,1736,17,63,4,12000000,1968,8.3,2.2,24000
